customerID,tenure,MonthlyCharges,TotalCharges,Churn,TotalCharges_numeric,TotalCharges_log,gender_Male,SeniorCitizen_1,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
8207-VVMYB,0.9722222222222222,0.0771144278606965,2006.95,0,2006.95,0.7592649083500302,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0
9732-EQMWY,0.6805555555555555,0.8074626865671642,5025,0,5025.0,0.9100778444698316,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0
9360-AHGNL,0.5972222222222222,0.908457711442786,4830.25,1,4830.25,0.9035819953144697,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1
1087-UDSIH,0.041666666666666664,0.013432835820895522,59.75,1,59.75,0.1842749581534487,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
5269-NRGDP,0.5833333333333333,0.546268656716418,3088.25,0,3088.25,0.8300786551270758,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0
6195-MELTI,0.7916666666666666,0.3621890547263681,3134.7,0,3134.7,0.8325317572636464,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
5485-WUYWF,0.027777777777777776,0.4791044776119403,94.55,1,94.55,0.2587161551007579,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2121-JAFOM,1.0,0.9681592039800994,8312.4,0,8312.4,0.99279708322384,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0
8818-DOPVL,0.6388888888888888,0.8577114427860696,4863.85,0,4863.85,0.9047211997022042,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0
2632-UCGVD,0.9166666666666666,0.8139303482587064,6871.9,1,6871.9,0.9615199718116485,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
5445-PZWGX,0.861111111111111,0.8333333333333334,6529.25,1,6529.25,0.95311383958456,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
1227-UDMZR,1.0,0.7253731343283583,6637.9,0,6637.9,0.9558261510482842,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0
5198-HQAEN,0.4861111111111111,0.7109452736318408,3165.6,0,3165.6,0.8341435923533485,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0
9170-CCKOU,0.2361111111111111,0.7159203980099502,1454.15,1,1454.15,0.7063362651747775,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2167-FQSTQ,1.0,0.7378109452736319,6786.1,0,6786.1,0.9594550670818631,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0
2819-GWENI,0.38888888888888884,0.01641791044776117,543,0,543.0,0.5446082286703844,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
1043-YCUTE,0.7777777777777777,0.06865671641791044,1327.15,1,1327.15,0.6913254907793207,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0
3814-MLAXC,0.4305555555555555,0.6129353233830845,2404.15,1,2404.15,0.7889337128411256,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
3572-UUHRS,0.625,0.005970149253731349,867.3,0,867.3,0.6214665878425607,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
2692-PFYTJ,0.013888888888888888,0.07462686567164178,25.75,0,25.75,0.04945171977943713,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
1226-UDFZR,0.027777777777777776,0.3119402985074627,114.7,1,114.7,0.2901688872740457,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5955-EPOAZ,0.08333333333333333,0.026865671641791017,109.5,0,109.5,0.2826102242592527,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
6821-JPCDC,0.6666666666666666,0.7840796019900497,4692.95,0,4692.95,0.8988430223152892,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0
8815-LMFLX,0.3472222222222222,0.07114427860696515,546.85,0,546.85,0.5457674257281655,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0
9135-HSWOC,0.8888888888888888,0.014427860696517386,1274.05,0,1274.05,0.6846188514897853,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0
8582-KRHPJ,0.6944444444444444,0.16666666666666663,1782.4,0,1782.4,0.7397716030824224,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5811-IWXYM,0.7222222222222222,0.8258706467661691,5301.1,0,5301.1,0.9188682149522354,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0
7044-YAACC,0.05555555555555555,0.5169154228855721,280.35,0,280.35,0.4362296121332246,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
8189-XRIKE,0.4444444444444444,0.7233830845771144,2897.95,0,2897.95,0.8196279288068462,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
1506-YJTYT,0.625,0.553233830845771,3371,0,3371.0,0.8444739725158239,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
4123-DVHPH,0.125,0.6945273631840796,801.3,0,801.3,0.6084722163882945,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
6425-YQLLO,0.9166666666666666,0.872636815920398,6975.25,1,6975.25,0.9639732858449397,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0
5442-UTCVD,0.041666666666666664,0.7323383084577114,257.05,1,257.05,0.4220203006557646,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
2228-BZDEE,0.75,0.01840796019900498,1079.45,0,1079.45,0.6573975779784276,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
7734-DBOAI,0.013888888888888888,0.21741293532338307,40.1,1,40.1,0.1200451434186362,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
2789-CZANW,0.8888888888888888,0.9159203980099503,6997.3,0,6997.3,0.9644920008861746,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0
2091-RFFBA,0.4305555555555555,0.5537313432835821,2217.15,1,2217.15,0.7756296511048495,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2114-MGINA,0.19444444444444442,0.7119402985074627,1129.1,1,1129.1,0.6647825639605476,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
7596-LDUXP,0.16666666666666666,0.6656716417910448,979.05,0,979.05,0.6413664946433699,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
3740-RLMVT,0.9305555555555555,0.4248756218905473,4119.4,0,4119.4,0.8774213787254419,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
4489-SNOJF,0.4861111111111111,0.5373134328358209,2568.55,1,2568.55,0.7998017424240091,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0
2192-OZITF,0.625,0.5502487562189055,3349.1,0,3349.1,0.8434029504916256,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
5651-CPDND,0.1388888888888889,0.2761194029850746,492.1,0,492.1,0.5284607791305338,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2186-QZEYA,0.40277777777777773,0.4009950248756219,1718.95,0,1718.95,0.7338169932498233,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1131-ALZWV,0.3333333333333333,0.06318407960199005,605.25,0,605.25,0.5624168116271302,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
7729-XBTWX,0.9166666666666666,0.014925373134328346,1344.5,0,1344.5,0.6934588242150319,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1
9134-WYRVP,0.7083333333333333,0.6776119402985074,4267.15,0,4267.15,0.8832122408830807,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
3284-SVCRO,0.625,0.07213930348258707,1121.05,0,1121.05,0.6636075091181284,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
9732-OUYRN,0.6805555555555555,0.007462686567164173,918.7,0,918.7,0.6309196605977077,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0
0559-CKHUS,0.40277777777777773,0.012935323383084563,521.8,0,521.8,0.5380743998396502,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1
2931-SVLTV,0.5555555555555556,0.9139303482587063,4469.1,0,4469.1,0.8908112059962798,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0
6899-PPEEA,0.5138888888888888,0.7791044776119402,3580.3,1,3580.3,0.8543724225932581,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
7504-UWHNB,0.3472222222222222,0.5124378109452736,1729.35,0,1729.35,0.7348079062258468,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2582-FFFZR,0.3055555555555555,0.3218905472636816,1073.3,0,1073.3,0.6564592878984012,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
8908-NMQTX,1.0,0.47114427860696506,4566.5,0,4566.5,0.8943542812382168,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0
2187-LZGPL,0.09722222222222221,0.21741293532338307,293.3,1,293.3,0.4436263845704201,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
1431-AIDJQ,0.4583333333333333,0.635323383084577,2603.1,0,2603.1,0.8019971501178051,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
6288-LBEAR,0.3194444444444444,0.6054726368159203,1783.75,0,1783.75,0.7398959824674349,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
4597-NUCQV,0.3333333333333333,0.8258706467661691,2440.15,1,2440.15,0.791375781744919,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
9019-QVLZD,0.013888888888888888,0.6099502487562188,79.55,1,79.55,0.23064609956344434,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8413-YNHNV,0.9583333333333333,0.7203980099502488,6322.1,0,6322.1,0.9478152055051601,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
5808-TOTXO,0.041666666666666664,0.02288557213930348,57.4,0,57.4,0.17779028849061668,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
4369-NYSCF,0.7777777777777777,0.572139303482587,4284.65,0,4284.65,0.8838848105585406,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0
6333-YDVLT,0.9027777777777777,0.9129353233830845,7138.65,0,7138.65,0.9677788635760434,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0
5324-KTGCG,0.986111111111111,0.025870646766169153,1539.75,0,1539.75,0.7157318192389834,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
5599-HVLTW,0.19444444444444442,0.617910447761194,1058.1,0,1058.1,0.654117021085046,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
7394-LWLYN,0.027777777777777776,0.5164179104477612,123.8,0,123.8,0.3026137875122326,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3707-LRWZD,0.4444444444444444,0.6547263681592039,2781.85,1,2781.85,0.8129095505508082,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
6873-UDNLD,0.5555555555555556,0.4895522388059702,2731,0,2731.0,0.8098782619933611,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
2700-LUEVA,0.013888888888888888,0.02487562189054726,20.75,0,20.75,0.015439756965679508,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0
1455-ESIQH,0.013888888888888888,0.7049751243781094,89.1,1,89.1,0.24906267130723153,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
0958-YHXGP,0.09722222222222221,0.5139303482587065,497.3,0,497.3,0.5301850922434321,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1101-SSWAG,0.20833333333333331,0.32686567164179103,711.15,0,711.15,0.5888800589807415,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2979-SXESE,0.2361111111111111,0.7577114427860697,1607.2,1,1607.2,0.7227745379200246,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
4013-TLDHQ,0.2638888888888889,0.5970149253731343,1490.95,1,1490.95,0.7104414549528737,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
5743-KHMNA,0.986111111111111,0.072636815920398,1898.1,0,1898.1,0.7501037670036137,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
4194-FJARJ,0.75,0.41542288557213924,3273.95,0,3273.95,0.8396737462304469,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5325-UWTWJ,0.4305555555555555,0.7194029850746269,2929.75,0,2929.75,0.8214211874816897,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0
3969-GYXEL,0.15277777777777776,0.5786069651741294,838.7,0,838.7,0.6159613450010446,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9208-OLGAQ,0.25,0.663681592039801,1443.65,0,1443.65,0.7051458981963983,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
3244-CQPHU,1.0,0.9139303482587063,7746.7,0,7746.7,0.9812133566035204,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0
2674-MLXMN,0.986111111111111,0.8099502487562189,6951.15,0,6951.15,0.9634044670150459,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0
9708-HPXWZ,0.06944444444444445,0.27014925373134324,214.75,0,214.75,0.39259229054787065,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
6992-TKNYO,0.5277777777777778,0.5049751243781094,2669.45,0,2669.45,0.8061327274064389,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0
4468-YDOVK,0.06944444444444445,0.3024875621890547,235.2,0,235.2,0.4074775804644744,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3754-DXMRT,0.027777777777777776,0.2577114427860696,92.65,1,92.65,0.25541470461808474,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5792-JALQC,0.7222222222222222,0.41393034825870645,3103.25,0,3103.25,0.8308748395662826,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
7130-VTEWQ,0.1111111111111111,0.572139303482587,606.25,1,606.25,0.5626877172609199,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2200-DSAAL,0.9444444444444444,0.6208955223880598,5330.2,0,5330.2,0.9197678859600402,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0
4302-ZYFEL,0.9583333333333333,0.02288557213930348,1403.1,0,1403.1,0.7004661382750539,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
9351-LZYGF,0.5833333333333333,0.4791044776119403,2727.8,0,2727.8,0.8096856197725475,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0
4366-CTOUZ,0.6944444444444444,0.8154228855721393,5038.45,0,5038.45,0.9105171301699893,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1
6121-VZNQB,0.013888888888888888,0.008457711442786064,19.1,1,19.1,0.002471805317921183,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
7903-CMPEY,0.013888888888888888,0.617412935323383,80.3,1,80.3,0.23216948355456019,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1518-OMDIK,0.4583333333333333,0.2616915422885572,1462.6,0,1462.6,0.7072880060977587,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
6671-NGWON,0.09722222222222221,0.020895522388059695,150.6,0,150.6,0.33458956008638335,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
0595-ITUDF,0.8888888888888888,0.7318407960199005,5960.5,0,5960.5,0.9381357573706754,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
6996-KNSML,0.013888888888888888,0.5636815920398011,74.9,1,74.9,0.22087230878762637,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1955-IBMMB,0.8194444444444444,0.019402985074626844,1192.3,0,1192.3,0.6737271029498253,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0
0096-BXERS,0.08333333333333333,0.31940298507462683,314.55,0,314.55,0.45508598523446303,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3806-YAZOV,0.041666666666666664,0.00547263681592039,56,0,56.0,0.17380186510863976,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
7998-ZLXWN,0.20833333333333331,0.021890547263681587,330.8,0,330.8,0.46333996077028433,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0
6253-WRFHY,0.18055555555555555,0.4626865671641791,877.35,0,877.35,0.6233581590095079,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0
9133-AYJZG,0.3194444444444444,0.800497512437811,2249.1,0,2249.1,0.7779803582068772,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0
2675-OTVVJ,0.4305555555555555,0.708457711442786,2807.65,0,2807.65,0.8144264338785867,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8680-CGLTP,0.40277777777777773,0.4029850746268656,1696.2,0,1696.2,0.7316283171592861,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
8430-TWCBX,0.6805555555555555,0.024378109452736302,1032.05,0,1032.05,0.6500235184606689,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0
5018-GWURO,0.7777777777777777,0.6701492537313432,4902.8,0,4902.8,0.9060319891395017,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
6741-QRLUP,0.875,0.617412935323383,4995.35,0,4995.35,0.9091052895867198,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0
4737-HOBAX,0.875,0.6124378109452736,5034.05,0,5034.05,0.9103735524931214,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0
0537-QYZZN,0.3333333333333333,0.6129353233830845,1857.75,0,1857.75,0.7465737360874105,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3340-QBBFM,0.5,0.3567164179104477,1992.85,0,1992.85,0.7581066025017784,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
1704-NRWYE,0.125,0.6228855721393034,751.65,1,751.65,0.5979717593467113,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
2592-SEIFQ,0.041666666666666664,0.06467661691542287,66.95,1,66.95,0.2026854486912903,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8200-KLNYW,0.29166666666666663,0.6233830845771144,1714.95,0,1714.95,0.7334342765692374,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1
3372-CDXFJ,0.18055555555555555,0.062189054726368154,343.6,0,343.6,0.46956175923176685,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
4781-ZXYGU,0.013888888888888888,0.018905472636815884,20.15,0,20.15,0.010841640185966617,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0
7632-YUTXB,0.3472222222222222,0.01791044776119402,520.1,0,520.1,0.5375390371183488,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
2718-YSKCS,0.986111111111111,0.013432835820895522,1387.45,0,1387.45,0.6986237733798255,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0
9896-UYMIE,0.9166666666666666,0.9557213930348257,7383.7,0,7383.7,0.9733258478300761,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0
0853-NWIFK,0.625,0.8164179104477611,4483.95,0,4483.95,0.8913563566733707,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0
8212-CRQXP,0.3055555555555555,0.6144278606965173,1706.45,0,1706.45,0.7326180327777361,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
6980-CDGFC,0.9305555555555555,0.025870646766169153,1327.4,0,1327.4,0.6913564278888387,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
7691-XVTZH,0.9444444444444444,0.7134328358208956,5974.3,0,5974.3,0.9385158146732493,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
2520-SGTTA,0.0,0.01741293532338306, ,0,1397.475,0.6998063211464687,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
7481-ATQQS,0.6805555555555555,0.7223880597014924,4515.85,1,4515.85,0.8925213430869414,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
2277-VWCNI,0.05555555555555555,0.3034825870646766,179.85,0,179.85,0.36358846907611847,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1088-CNNKB,0.875,0.6144278606965173,5040.2,0,5040.2,0.9105742000863248,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0
8642-GVWRF,0.027777777777777776,0.6114427860696517,165,1,165.0,0.34950505192786335,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1930-BZLHI,0.29166666666666663,0.020895522388059695,422.7,0,422.7,0.5035277994355303,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
3400-ESFUW,0.7638888888888888,0.3910447761194029,3046.4,1,3046.4,0.8278366915124016,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5868-YTYKS,0.013888888888888888,0.019900497512437804,20.25,0,20.25,0.01161698103911496,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
3525-DVKFN,0.2361111111111111,0.011442786069651711,358.05,0,358.05,0.47631372039103453,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
1482-OXZSY,0.41666666666666663,0.8174129353233831,2936.25,0,2936.25,0.8217853381809399,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0377-JBKKT,0.3055555555555555,0.3950248756218906,1271.8,0,1271.8,0.6843285384828552,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
5778-BVOFB,0.125,0.4104477611940298,530.05,0,530.05,0.5406480039403732,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
